harga,LB,LL,kamar_tidur,kamar_mandi,proyek,alamat,telp,email,atap,dinding,lantai,unit_subsidi,unit_komersil,longlat,kabupaten_kota
"Harga:
                    Rp 123.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA NUSANTARA I,"Jl. Utama Sari no. 6 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Selatan",Telp : 0761 8658788,Email : pt.putrakaryamuda@yahoo.com,a. Atap  Superdeck,b. Dinding  Dinding batu bata plaster luar dalam,c. Lantai & Pondasi  keramik & cor sloof beton bertulang,Subsidi : 2 Unit,Komersil : 0 Unit,"0.407617, 101.507225","CG54+2VX Desa Baru, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,HASANAH RESIDENCE 3,"Jl. Kaharuddin Nasution No. 161 E no. 161  RIAU, KOTA PEKANBARU,
              Bukit Raya, Airdingin",Telp : 085278579304,Email : cakrawallakarya@yahoo.com,"a. Atap  Rangka baja ringan ,atap long span",b. Dinding  Batu bata diplester +di aci,c. Lantai & Pondasi  Keramik 40X40 cm & Beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.422386, 101.408431","CCC5+X93 Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,ALAM PERMAI 7,"Jl kutilang no 11 sukajadi - Pekanbaru no. 11 RIAU, KOTA PEKANBARU,
              Sukajadi, Kampung Melayu",Telp : 0761 37857,Email : pt.wahyubangunutama@gmail.com,"a. Atap  Baja Ringan, atap Multi Roof",b. Dinding  Dinding Batu Bata Merah DiPlester Luar Dalam,"c. Lantai & Pondasi  Lantai dan Teras di Keramik 40 x 40 - Lantai Dan Dinding kamar Mandi Keramik & Pondasi Cor Setempat, Slof Beton dengan Tulang Besi 10 mm",Subsidi : 10 Unit,Komersil : 0 Unit,"0.415722, 101.485466","CF8P+75P Desa Baru, Kampar Regency, Riau, Indonesia"
150500000,36,108,2,1,Tunggal Perkasa Permai Tahap II,"Jl. Pasir Putih no. 02 RIAU, KAB KAMPAR,
              Siak Hulu, Pandau Jaya",Telp : 082170233679,Email : serambimekkah_pku@yahoo.com,a. Atap,b. Dinding,c. Lantai & Pondasi,Subsidi : 0 Unit,Komersil : 0 Unit,"0.415722, 101.485466","CF8P+75P Desa Baru, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 143.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA CANTIKA,"Jl. Main Road Simpang Kanan-Bagan Batu, Dusun Sejahtera I, Rt 001/ Rw 001 no. 3 RIAU, KAB ROKAN HILIR,
              Bagan Sinembah, Bagan Batu",Telp : 081259948055,Email : cahayainspekturproperti@gmail.com,"Rangka baja ringan ,atap long span",Batu bata diplester +di aci,Keramik 40X40 cm & Beton bertulang,Subsidi : 15 Unit,Komersil : 2 Unit,"1.720262, 100.385250","P9CP+442 Bagan Batu, Rokan Hilir Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Savana Sukamakmur,"Jl. Suka jadi perumahan griya savana sukajadi 2 ruko nomor 3 no. 3 RIAU, KAB KAMPAR,
              Tambang, Tarai Bangun",Telp : 081287581959,Email : gssm.pku@gmail.com,a. Atap  Seng Warna,"b. Dinding  Batu bata, diplester + cat",c. Lantai & Pondasi  Full Keramik & Beton Bertulang,Subsidi : 10 Unit,Komersil : 0 Unit,"1.720262, 100.385250","P9CP+442 Bagan Batu, Rokan Hilir Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya sri palas 2,"Jl. Air Hitam, Perumahan Orchid Residence Ruko No 4 no. 04 RIAU, KOTA PEKANBARU,
              Tampan, Binawidya",Telp : 082173520000,Email : imraniswandi@gmail.com,a. Atap  Seng Gelombang,b. Dinding  Batu-Bata,c. Lantai & Pondasi  Keramik & Cor Beton Bertulang,Subsidi : 3 Unit,Komersil : 0 Unit,"1.720262, 100.385250","P9CP+442 Bagan Batu, Rokan Hilir Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Cikara Garden,"Jl SM Amin No.105 no. 105 RIAU, KOTA PEKANBARU,
              Tampan, Tobekgodang",Telp : 081365577604,Email : cikara.kantor@gmail.com,a. Atap  Rangka Baja Ringan dengan penutup atap spandek,b. Dinding  Pasang Bata Jumbo dengan Plester dan Aci. Finishing Cat,c. Lantai & Pondasi  Lantai Kerja dengan Pasang Keramik 40x40 & Beton bertulang model cerocok,Subsidi : 14 Unit,Komersil : 0 Unit,"1.720262, 100.385250","P9CP+442 Bagan Batu, Rokan Hilir Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,KAIRA AGRO LESTARI,"Perumahan umum kaira agro lestrai blok A no.01 
desa ujung batu timur  kecamatan ujung batu 
kabupaten rokan hulu , Riau no. 01 RIAU, KAB ROKAN HULU,
              Ujung Batu, Ujung Batu Timur",Telp : 085274397394,Email : kairaagrolestari@gmail.com,a. Atap  MULTIROOF,b. Dinding  BATU BATA DI PLASTER,c. Lantai & Pondasi  LANTAI KERAMIK & COR BETON BERTULANG,Subsidi : 5 Unit,Komersil : 0 Unit,"1.720262, 100.385250","P9CP+442 Bagan Batu, Rokan Hilir Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 112.5m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA NUSA 5,"JL. GARUDA SAKTI KM.21 RT/RW 011/005 
DUSUN II DESA BENCAH KELUBI KECAMATAN TAPUNG no. 00 RIAU, KAB KAMPAR,
              Tapung, Bencah Kelubi",Telp : 082283412741,Email : griyanusa5@gmail.com,a. Atap  MULTIROOF,b. Dinding  BATU BATA DI PLASTER,c. Lantai & Pondasi  LANTAI KERAMIK & COR BETON BERTULANG,Subsidi : 11 Unit,Komersil : 0 Unit,"0.558584, 101.235863","H65P+C8Q Bencah Kelubi, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Athaya Tualang,"Jl. Sultan Alimuddin Syah KM 7 Perawang  no. 2G RIAU, KAB SIAK,
              Tualang, Perawang Barat",Telp : 082385607991 / 0761-855997,Email : graha.athaya.pratama@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA PLESTER CAT FULL LUAR DALAM,c. Lantai & Pondasi  KERAMIK & SLOOF BETON BERTULANG,Subsidi : 123 Unit,Komersil : 1 Unit,"0.558584, 101.235863","H65P+C8Q Bencah Kelubi, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Nuansa Kulim Indah,"Jalan Kaharuddin Nasution (ruko ke 4 dari BRI KCP Marpoyan) no. 175 RIAU, KOTA PEKANBARU,
              Bukit Raya, Airdingin",Telp : 085263492198,Email : ptputraanasjaya@gmail.com,a. Atap  spandek,b. Dinding  batu bata di aci dan plester,c. Lantai & Pondasi  keramik & beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.490732, 101.525338","FGRG+74W Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 35m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA KULIM,"Jalan Tuanku tambusai, komplek paninsula blok c2  no. 1 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 085274118422,Email : adhirayasejahtera@gmail.com,a. Atap  SENG SPANDEK,"b. Dinding  BATA, PLESTER DAN CAT LUAR DALAM",c. Lantai & Pondasi  KERAMIK  40X40 KW 1 & COR BETON BERTULANG,Subsidi : 1 Unit,Komersil : 0 Unit,"0.680556, 101.585278","MHJP+64C Perawang Bar., Kabupaten Siak, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA HANGTUAH MADANI,"Jl. Bukit Barisan No. 3 RT. 002/RW. 019 Kel. Tangkerang Timur, Kec. Tenayan Raya, Kota Pekanbaru, Provinsi Riau no. 3 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Tangkerang Timur",Telp : +62 812-7620-0632,Email : Im_diah@yahoo.com,a. Atap  RANGKA BAJA RINGAN ATAP GENTENG METAL,b. Dinding  BATU BATA DIPLESTER DIACI,c. Lantai & Pondasi  KERAMIK 40 X 40 & BETON BERTULANG,Subsidi : 0 Unit,Komersil : 0 Unit,"0.471372, 101.517337","FGC8+GWW Kulim, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,TENAYAN NUSANTARA RESIDENCE,"Jln. Palembang Blok C no. 5 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Sialangrampai",Telp : 085263988875,Email : abdimitranusantara@gmail.com,a. Atap  Spandek Lurus,b. Dinding  Batako diplester dan dicat,c. Lantai & Pondasi  Tapak Beton Bertulang & Semen Halus,Subsidi : 13 Unit,Komersil : 7 Unit,"0.471372, 101.517337","FGC8+GWW Kulim, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Taman Guru Residence,"jl sakura ujung komplek ruko taman sakura residence blok A no. 1 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Timur Agung",Telp : 082171255569,Email : rcnkerinci@gmail.com,a. Atap  rangka kayu seng warna,b. Dinding  batu bata,c. Lantai & Pondasi  keramik & cor sloof dan tapak,Subsidi : 0 Unit,Komersil : 0 Unit,"0.471372, 101.517337","FGC8+GWW Kulim, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Pesona Delima Kubang,"jl. Pakis, Di jalan Bupati Kubang Raya no. 01 RIAU, KAB KAMPAR,
              Tambang, Tarai Bangun",Telp : 081219451168/082387575335,Email : bkmapropertypku@gmail.com,"a. Atap  Prima, inti milenium",b. Dinding  Bata plaster aci cat,c. Lantai & Pondasi  full keramik & cor beton berttulang,Subsidi : 58 Unit,Komersil : 0 Unit,"0.413319, 101.358155","C975+87C Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,DWI RIZKI MANDIRI,"Jl. Tuah Karya ruko no.2 kel. Tuah Karya kec. Tuah Madani Kota Pekanbaru
 no. 2 RIAU, KOTA PEKANBARU,
              Tampan, Tuahkarya",Telp : 081277966681,Email : bakaeproduction01@gmail.com,a. Atap  Penutup Atap Genteng Metal rangka Baja Ringan,"b. Dinding  Pasangan 1/2 Bata Diplester, di aci dan di cat",c. Lantai & Pondasi  Keramik 40 x 40 & beton tapak bertulang,Subsidi : 11 Unit,Komersil : 0 Unit,"0.436944, 101.300833","C8P2+Q8G Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Bumi Riau Lestari 2,"Jl.Kamboja  no. 3A RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 081364399142,Email : cns.pku@yahoo.com,a. Atap  multi roof,b. Dinding  bata plasteran,c. Lantai & Pondasi  keramik 40*40 & cor beton bertulang,Subsidi : 6 Unit,Komersil : 0 Unit,"0.439533, 101.327612","C8QH+R29 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,SS PUMAKA RESIDENCE 1,"Jalan Lintas Riau – Sumut KM.5 Kel. Bahtera Makmur, Kec. Bagan Sinembah Kota, Kab. Rokan Hilir, Prov. Riau no. 00 RIAU, KAB ROKAN HILIR,
              Bagan Sinembah, Bahtera Makmur Kota",Telp : +62 812-6832-1279,Email : ptpmktunggalproperty@yahoo.com,"a. Atap  rangka bajaringan,tutup atap genteng metal",b. Dinding  batu batu + plester luar dalam + acian luar dalam + cat luar dalam,c. Lantai & Pondasi  keramik ikad 40x40 & sloof beton bertulang,Subsidi : 14 Unit,Komersil : 0 Unit,"1.719168, 100.412468","PC96+MX8 Bagan Sinembah, Rokan Hilir Regency, Riau, Indonesia"
150500000,36,108,2,1,Taman Sakura Residence Tahap 3,"jl sakura ujung ruko blok A no. 1 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Timur Agung",Telp : 082171255569,Email : rcnkerinci@gmail.com,a. Atap,b. Dinding,c. Lantai & Pondasi,Subsidi : 0 Unit,Komersil : 0 Unit,"1.719168, 100.412468","PC96+MX8 Bagan Sinembah, Rokan Hilir Regency, Riau, Indonesia"
150500000,36,108,2,1,Banana Mas,"Jln Pangeran Diponegoro no. 122 RIAU, KOTA DUMAI,
              Dumai Kota, Rimba Sekampung",Telp : 085365062222,Email : pemasaran@aditariwana.com,multi roof,bata plasteran,keramik 40*40 & cor beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"1.686829, 101.371040","M9PC+PCM Bagan Keladi, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 142.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 135m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Natural Paradise Regency,"Jln. PTPN V Kel. Sungai Pinang, Kec. Tambang, Kab. Kampar, Prov. Riau  no. 40 RIAU, KAB KAMPAR,
              Tambang, Sungai Pinang",Telp : 081378138937,Email : naturalparadise20@gmail.com,a. Atap  Plafon Gypsum,"b. Dinding  Bata di Plaster, Aci dan di Cat",c. Lantai & Pondasi  Full Granite & Cor Slop,Subsidi : 33 Unit,Komersil : 0 Unit,"1.686829, 101.371040","M9PC+PCM Bagan Keladi, Dumai City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 126m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Belutu Agung Permai,"Jl. Sultan Syarif Kasim RT.003/RW. 006 no. 0306 RIAU, KAB SIAK,
              Kandis, Simpang Belutu",Telp : 081277239975,Email : tunaslestaripurnama@gmail.com,"a. Atap  Kerangka Atap Kayu, Penutup Atap Spandek/Sejenisnya,Plafon Triplek","b. Dinding  Pasangan menerus Batu Bata Merah,Plaster Luar Dalam + Cat Luar Dalam","c. Lantai & Pondasi  Full Keramik  & Pasangan Cor Batu Bata Merah, Cor Kolom Besi 10",Subsidi : 58 Unit,Komersil : 0 Unit,"0.897804, 101.253437","V7X3+49F Simpang Belutu, Siak Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 95m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,SYANDANA ESTATE I,"JALAN TEROPONG PERUMAHAN GRIYA MAYANG ASRI I, BLOCK Q, no. 5 RIAU, KAB KAMPAR,
              Siak Hulu, Kubang Jaya",Telp : 085208523259,Email : syandanaestate@gmail.com,a. Atap  SPANDEK,b. Dinding  BATUBATA,c. Lantai & Pondasi  KERAMIK & TAPAK BETON BERTULANG,Subsidi : 0 Unit,Komersil : 0 Unit,"0.417500, 101.438056","CC9Q+263 Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRAHA TIMUR RAYA TAHAP II,"Jalan Hang Tuah Ujung, jalan Bata Merah, Perumahan Graha Timur Raya no. 1 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Sialangsakti",Telp : 08117590500,Email : matra.anugraha@gmail.com,a. Atap  Baja ringan,b. Dinding  Batu bata+plaster+aci,c. Lantai & Pondasi  Keramik & Setempat beton bertulang+sloof beton bertulang,Subsidi : 62 Unit,Komersil : 0 Unit,"0.417500, 101.438056","CC9Q+263 Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Langgam 2,"Jl. Garuda Km 5 Langgam II Perumahan Griya langgam 2 no. 9 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Barat",Telp : 081371333117/082285810626,Email : karyasuksesbersama5@gmail.com,a. Atap  seng,b. Dinding  bata,c. Lantai & Pondasi  keramik & cor bertulang,Subsidi : 3 Unit,Komersil : 0 Unit,"0.385457, 101.819371","9RP9+5PQ Pangkalan Kerinci Barat, Pelalawan Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA TAMAN MELATI,"Jl. Air hitam- Gardu Induk PLN no. 29-B RIAU, KAB KAMPAR,
              Tapung, Karya Indah",Telp : 085261885336,Email : pradipamarketing@gmail.com,a. Atap  Baja Ringan,b. Dinding  Batu Bata Semen Aci,c. Lantai & Pondasi  Keramik & SLOOS Bertulang,Subsidi : 19 Unit,Komersil : 0 Unit,"0.504054, 101.354984","G933+JXH Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 115m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,griya rakit kulim,"jalan lintas timur timur pematang reba-belilas km.07 no. 1 RIAU, KAB INDRAGIRI HULU,
              Rengat Barat, Pematang Reba",Telp : 082387606363,Email : ptmahkotarakitkulim@gmail.com,a. Atap  Struktur rangka kuda- kuda menggunakan rangka baja ringan/smart truss dan penutup atap menggunakan atap spandek,"b. Dinding  Struktur kolom dan balok menggunakan rangka beton bertulang, bahan dinding pasangan batu bata dengan finishing plasteran dan acian","c. Lantai & Pondasi  Struktur lantai dengan coran dan finishing lantai keramik  & Pondasi setempat menggunakan umpak beton bertulang, dan pondasi menerusnya menggunakan batu bata di plaster kasar, serta dengan balok sloof beton bertulang",Subsidi : 12 Unit,Komersil : 0 Unit,"0.504054, 101.354984","G933+JXH Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,griya setia permai,"jl. bupati kel. klualu, kec. tambang no. 7 RIAU, KAB KAMPAR,
              Tambang, Kualu",Telp : 082283239988,Email : DORAWATI@SINARMUDA.ID,a. Atap  MULTYROOF,b. Dinding  BATA PLASTER ACI,c. Lantai & Pondasi  KERAMIK & TAPAK BETON BERTULANG,Subsidi : 14 Unit,Komersil : 0 Unit,"0.504054, 101.354984","G933+JXH Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 2,Cerenti Mandiri Residence,"Jl. Datuak Sinaro Nan Putiah Lingkungan III RT/RW 003/001 no. 3 RIAU, KAB KUANTAN SINGINGI,
              Kuantan Tengah, Sungaijering",Telp : 07618411246,Email : pt.scm.pku@gmail.com,a. Atap  Genteng metal rangka baja ringan,"b. Dinding  Batu bata merah plaster, aci dan finishing cat",c. Lantai & Pondasi  Full Keramik & Sloof Beton Bertulang,Subsidi : 0 Unit,Komersil : 2 Unit,"0.504054, 101.354984","G933+JXH Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Tarai Makmur,"Jl.sukamakmur perum Griya Tarai Makmur blok D Nomor 16 no. 16 RIAU, KAB KAMPAR,
              Tambang, Tarai Bangun",Telp : 085265919270,Email : putratarai2018@gmail.com,a. Atap  Atap Seng,b. Dinding  dinding bata,c. Lantai & Pondasi  lantai keramik & pondasi cor,Subsidi : 3 Unit,Komersil : 0 Unit,"0.431111, 101.356111","C9J4+CCX Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: -1,Graha Padma Raya,"Jl. Tiung  no. 16 A RIAU, KOTA PEKANBARU,
              Sukajadi, Kampung Melayu",Telp : 0761-21493,Email : grahariaugemilang@gmail.com,a. Atap  Multi Roff,b. Dinding  Bata Plaster,c. Lantai & Pondasi  Keramik & Cerocok dan Beton Bertulang,Subsidi : 8 Unit,Komersil : 0 Unit,"0.439024, 101.305809","C8Q4+J83 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BSD KAITA,"JL. HR. SOEBRANTAS  no. 50 RIAU, KOTA PEKANBARU,
              Tampan, Simpangbaru",Telp : 081267532434,Email : pt.kaitagemilangnusantara@gmail.com,a. Atap  Spandek bergelombang,b. Dinding  Batu bata di plaster dan di cat,c. Lantai & Pondasi  keramik ukuran 40x40 & beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.482881, 101.332978","F8MM+555 Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 91m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Utama Regency,"Jalan Pelangi no. 88 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Sidomulyo Timur",Telp : 085271985713,Email : karmautama@gmail.com,a. Atap  PENUTUP ATAP SUSUN,b. Dinding  MATERIAL BATU BATA,c. Lantai & Pondasi  MATERIAL KERAMIK STANDAR & TAPAK ROLAK BATA,Subsidi : 1 Unit,Komersil : 0 Unit,"0.482881, 101.332978","F8MM+555 Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 140m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRAHA KUALU PAYUNG SEKAKI,"Jl. Melayu, Komplek Graha Citra Melayu Blok A no. 02 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Sidomulyo Timur",Telp : 085100707974,Email : riauciptanugrahapt@yahoo.co.id,a. Atap  Spandek Lurus,b. Dinding  Bata semen padat diplaster dan dicat,c. Lantai & Pondasi  Keramik & Tapak Beton Bertulang,Subsidi : 98 Unit,Komersil : 0 Unit,"0.403395, 101.382749","C93M+935 Kualu, Kampar Regency, Riau, Indonesia"
